,2019-12-31_0,2005-12-31_1,2015-12-31_1,2018-12-31_1,2017-12-31_4,2015-12-31_4,2018-12-31_13,2012-12-31_9,2005-12-31_3,2007-12-31_18,2019-12-31_11,2001-12-31_4,2007-12-31_17,2018-12-31_9,2008-12-31_2,2019-12-31_36,2018-12-31_14,2016-12-31_14,1998-12-31_23,2017-12-31_21,2018-12-31_3,2019-12-31_84,2019-12-31_50,2016-12-31_9,2004-12-31_11,1998-12-31_48,2001-12-31_7,2019-12-31_64,2007-12-31_32,2019-12-31_37,2000-12-31_20,2012-12-31_19,2017-12-31_50,2019-12-31_35,2019-12-31_41,2016-12-31_62,2019-12-31_30,2003-12-31_11,2010-12-31_16,2004-12-31_26,2000-12-31_27,2019-12-31_26,2000-12-31_36,2008-12-31_1409,2007-12-31_37,2019-12-31_86,2019-12-31_65,2019-12-31_58,2018-12-31_54,2019-12-31_53
219,informations,künstler,lagerstätten,daß,rücklage,schluss,lastverteilung,miteigentümer,kürzungs,auszudrücken,schild,postfachanlagen,anzunehmenden,gewebespende,anforderungen,eu,chrom,bvdv,baufläche,fahrendes,ausgaben,verkehrswerte,tabelle,bundesamt,kindes,rechtsunwirksam,altgrundbetrag,credit,abladetiefen,daß,niederlassung,reeders,pflegekassen,beschäftigter,infrastrukturen,gefahren,kontaktlinsen,rentenbezieher,tabelle,rechnungsjahr,fördermittel,verbringt,stückzahl,schutzleiter,ablegen,rückhalteraum,gelegene,kostenlos,grundbuchbände,erbbaurecht
220,kostenbewußtes,arbeitgebers,empfänger,krankenhaus,emittent,wertpapiere,befüllt,anpflanzungen,grundgehalts,erreichbaren,nicht,rechtsmittels,anwaltsnotare,wirtschaftsraum,schlachtung,herkunftsland,vorbehandlung,verbringt,mit,verholen,paket,eg,behörde,kompetenzstufe,regelbedarf,beschäftigte,ausgesiedelter,deckender,fahrwasserenge,klangliche,rücklage,gmdss,gleichstellung,dem,aussteigt,gefahrlos,pauschalen,zahlbetrags,finanzieller,darlehens,werden,gründecke,handlung,eingeschränkter,arithmetischen,zutagefördern,registergericht,stromerzeugung,imo,abzugsbetrag
221,kunststoffen,zahnarzt,befördert,mord,altbestand,berlin,netzanschlüsse,rang,professorinnen,gewertet,ordnung,abruf,angelegenheiten,bei,partie,eur,böden,eingeschleppt,raumbedeutsamer,brunsbüttel,zur,anteilwerte,werktätigen,einmotorige,lohnsteuerkarte,vertretener,evakuierter,prüferischen,vorbeifahrt,registernummer,hinterlegung,tagebüchern,arbeitsleistung,sind,fahrplanperiode,grundbuch,hilfesuchende,vändv,meteorologische,einräumung,landzulage,marktrücknahme,bandenmitglieds,kg,des,zutageleiten,materiell,regelbetrieb,geeicht,todestag
222,verknüpft,kindererziehung,grenzvertrags,einfuhrlandes,satz,beiträge,energieanlagen,verjährung,leistungszulage,ausarbeitungen,einschaltbar,angefochtene,ausschlagen,im,ordnungswidrig,zeigefingers,einsatzstoffe,den,abzweig,ruder,ruhegehalt,bewertern,sind,empfangsgerät,ersuchte,einladenden,anteilsrechten,eigengeschäften,pflanzenschutz,schriftsätzen,miteigentümer,das,fachdienste,hülsenboden,vorhabens,ist,hilfsmittel,zagreb,wirtschaft,antragsfrist,ausgleichsfonds,pufferstreifen,butterfetts,stabilität,gliedert,altlasten,zentralbanken,strommenge,wirtschaftsart,bauland
223,situatives,absatz,versenders,wenn,prinzipal,abspaltung,einspeisungen,versicherer,bergnothilfe,ermittlungs,fahrschülern,sicherheitsakte,fortgesetzte,tierischen,enderzeugnis,reisedokuments,cadmium,zuchtbuch,stellplätze,fundstelle,geimpft,carried,vorrichtungen,flugingenieure,trägers,abberufung,lastenausgleich,warenderivaten,müritz,übersetzung,jahresbilanzen,brandabwehr,sind,hülsen,selbsttätiger,gesetz,vollwaisen,künstler,präsidenten,leidens,vermietbarkeit,marktstörungen,unveredelten,en,chemische,biogasanlagen,mindestangaben,teilmengen,von,eiche
224,technologischen,ärzten,honorarzonen,wird,aktie,einbringung,betriebsmittel,arglistig,elternzeit,stundenzahlen,tempo,schriftsatzes,sache,keimzahl,kornbrand,furcht,gülle,handelsverkehr,graben,für,landessteuern,haircut,röntgenstrahlen,startort,beitrittsgebiet,stäben,literarischen,erbringung,strecken,nicht,einzelurkunde,bremerhaven,psychosozialer,satz,blockstellen,verleihung,euro,januar,delegationen,lebenslängliche,baulichen,nr,katalysatoren,nichtbrennbaren,ausbildungsplan,wasserstand,niedrigem,betriebsjahre,pfandrechts,bezugsfertigen
225,auftragsziele,vorstandes,eine,akten,mitbestimmung,verbilligt,batterie,veranstalter,einer,slp,äußersten,bei,verwandten,apothekerberuf,tafelsüßen,lebt,stofflich,newcastle,zulässigerweise,dortmund,eine,interest,abschätzung,anflug,menschen,endgrundgehalt,belegenes,verzögerte,verschleppung,auszunutzen,aktivposten,seeschiffen,fachkräfte,austauschläufe,triebwagen,gezündet,leistungsträger,verrichtet,vorratsbestände,erstrebten,mieten,rates,society,schmieröltanks,seemannsgesetz,gemeingebrauch,partnerschafts,oxidierten,testament,fabrikbetrieb
226,fähigkeit,angestellten,unversteuert,jugendschöffen,werden,steuerbescheids,fachserie,verpflichtet,leistungsprämie,tabellarischer,anhang,gegen,familienbuch,satz,kunststoff,staatenlosen,schnittstelle,sperrgebiet,wald,einsenkung,bundesgesetzes,laufzeitband,brennelementen,musters,partnerin,tagesordnung,fremder,kontaktperson,töne,gesuch,genußscheine,seelotswesens,aufbringung,schreckschuss,bauenden,grubenstäuben,immunprophylaxe,ergibt,abschwächung,sowjetisch,namentlich,transportieren,warnemünde,wasserstrahl,disposition,grenzwerte,operativen,ableitung,berichtigung,standesamtes
227,den,pflichtbeitrag,registrierte,wahlvorstand,sicherheiten,lizenzgebühren,bar,wohnzwecken,truppendienst,modulprüfungen,pfeil,wird,ersatzerben,das,begleitpapier,zur,hauptzollamt,hilfsmerkmale,westlich,abs,institut,prognosegüte,berührbaren,landet,wenn,großverbände,zeitwert,rates,pflanzengruppe,übersetzungen,sind,übereinander,gehörlos,veranstaltet,fahrende,unterwasser,kleider,saarländische,senats,versetzung,kosten,hergestelltes,meldepflicht,fluchtweg,hauswirtschaft,stoff,polizeilichen,stromerzeuger,belastenden,tiererzeugung
228,gesamtbewertung,alters,bausparkasse,erkenntnisses,anlagebuch,grenzgänger,elektrischer,eigenbesitz,dienstjahre,gleichmäßige,fahrzeugführers,amtsgerichte,vereinsbetreuer,organentnahme,kosmetisches,reisepass,lagertanks,hochpathogenen,plan,kreuzungen,willensbildung,dem,kategorie,reisegepäck,maßnahme,kommandiert,wohnungsbaues,handelsordnung,versuche,werden,goldklausel,interpoliert,regelsatz,abschuß,rangierarbeiten,ausdehnung,todes,volkstum,aktionäre,unrecht,bauwesen,wirtschaftsjahr,ausführt,installiert,kalkulationen,abwasserabgabe,eine,mehraufwand,beglaubigten,vorratsklassen
229,zeugnissen,pflegetätigkeit,zollgebiets,begangene,jahresbeitrag,organträgers,schüttung,im,bachelorarbeit,rücktritt,teilmaßnahme,hat,notarkasse,fraktionierung,mit,familiäre,besitzer,ausgängen,tieren,sorgt,erkrankt,unverbriefte,werden,röntgenbildern,geleistet,zufällt,wasserfläche,währung,das,partei,gewinnanteile,zu,wahlraum,eine,lichtzeichen,notausgänge,fahrrad,anwartschaften,zweckverbände,lebensjahr,angesetzten,betriebsdaten,zollkriminalamt,steckdosen,verantworten,gewässergüte,mitgliedstaat,anlagen,papierform,zurechnung
230,steinen,ärztlich,unversteuerte,schöffengericht,ertragslage,tarifliche,produkt,eintragung,fortgeltenden,nach,steuerpflicht,entgelte,ansehung,guten,gegorenen,aktenführende,mit,friedrich,nicht,rotes,staatsvertrag,credit,körperaktivität,kilogramm,arbeitsamtes,angelegenheiten,nacherbfolge,wirtin,etiketten,jahresgebühr,hohenzollern,fahren,zügen,tiere,rangierfahrt,erdgas,perücken,männliche,hauptgruppe,betrag,ersetzung,antragsjahres,passiven,le,unfallverhütung,heilquelle,strategien,auskoppeln,umstellung,betriebsmitteln
231,akustik,hauerarbeiten,registrierter,strafsenat,ausgliederung,stipendiums,elektro,ausgleichsbank,sterbegeld,personalakten,fahrzeugtypen,titel,amtsgerichte,krankhaften,herstellen,lebenspartner,rohbenzin,loeffler,südlicher,wellenschlag,übertragbare,einlagen,sperrbereichen,sprechfunks,lebenspartners,berufsbildung,verlorenen,ersteller,fahrwasser,wiedergaben,passiven,flaggenschein,dienststellen,hebammen,strukturellen,seekarten,pflegetätigkeit,weibliche,notmaßnahme,zu,umlagen,erstankäufer,betriebsstätten,rheinschiffahrt,zeugnis,ablagerung,überweisungen,pro,grundschulden,wertgrenze
232,fallorientiert,arbeiter,abfindung,bestrafung,kunden,einfamilienhaus,baugruppen,untertitels,beförderung,fristgemäßen,laufrollen,rechtssache,umgangsrecht,spenden,werden,familiennamen,gewichtsprozent,futtervorräte,baugesetzbuches,aue,dritteln,darzustellen,gesamtaktivität,ist,voraussetzt,vorgedruckten,gesetz,preis,schutzgebiet,angemeldete,kreditinstituts,freifahrer,geldleistungen,befriedung,marktsegmente,eigensichere,berechtigte,berichtigen,besetzbare,dienstes,baunebenkosten,umweltsensibel,verwechselbare,peilgläser,abwassermeister,abwassermenge,nummer,teilnahmestatus,ausdrucken,binnenfischerei
233,biegen,stellvertreter,steuersätzen,nötigt,wahlgerät,anteilscheine,arbeitsstätten,gekündigt,andauert,anforderungen,ortskenntnisse,postverkehr,anfall,teileinheiten,aufmachung,verstorbenen,gefährlicher,maßregeln,auf,abzweigung,schnellmeldung,professionellen,personalrat,flugbuch,teilnehmer,abstimmenden,werden,netto,bundesinstitut,büro,passivposten,funker,wählenden,schank,tarife,grundstück,abzurunden,dieses,finanzhilfen,gehobenen,ehepaare,abgaben,software,winddruckes,anbauplanung,deichen,wirtschaftsraum,kopplung,wiedergegeben,gesamtwert
234,planungs,patientinnen,einzelerlaubnis,im,sondervermögen,inländische,gebotswert,besitzes,reserve,befriedigend,vorfahrt,gerek,werden,herstellung,verbrauchers,hauptwohnung,staub,süßwasserfische,forstrevier,steuerbordseite,zwischensummen,aktiengesetzes,kernkraftwerke,höhenmaßstab,stipendien,abgeordnet,gärtnerischen,börsenpreisen,begegnen,senat,passivseite,weichengebiet,junger,verbringer,signalordnung,selbsttätig,gliedmaßen,rentenbeginn,erlöse,todes,auf,milchkühe,mit,min,beinhalteten,benutzung,kreditgewährung,hochzurechnen,beläuft,ha
235,mathematischer,monatlichen,vergällung,strafrecht,versicherten,fast,marktprämie,inventarstück,auswärtige,referendaren,spiegel,dialog,wenn,prüfplans,rates,ausgestellt,vorbescheid,standort,großräumig,führer,meldepflicht,abkommens,gebäudeteilen,längenmaßstab,haushalt,konzern,rückforderung,depotgeschäftes,auftretens,nichtbenutzung,sinngemäß,zufahrtswege,wahlverfahren,mitgliedstaat,fahrzeugs,grad,begleitperson,höherer,stimmen,reichs,bauens,summen,schiffs,des,betriebserfolgs,aktualisierung,geschäftsplans,ist,einsicht,ausbauenden
236,pflegen,beitragsbedarf,steuerbeträge,überwachende,sterbekassen,umsätze,anschlußnehmer,dinglicher,hochschule,elektrotechnik,verkehrsjahr,einlegung,jugendarbeit,unerwünschte,behältnis,lesen,bvt,salmonella,naturparkes,rheins,impfschadens,liquiden,strahlenpässe,tragschrauber,absatz,bordversammlung,sperrbetrag,hielte,chemikalien,nachricht,im,wirtschaftszone,einladen,waffenbehörden,netzbeirat,bergwerksfelder,unterbringung,auf,phosphat,stadt,selbstnutzung,beihilfefähige,zutaten,angebracht,integrierenden,anhängen,vorfällen,im,codezeichen,eigengewerblich
237,meisterhaften,beitrag,versorger,packungseinheit,wählerin,arbeitslöhnen,effizienten,daß,lebensjahr,abrundung,zu,bestandsdaten,jugendliche,europäischen,speisegelatine,rechtmäßig,behandelte,zusatzstoffen,totalreservat,sportfahrzeuge,abdominalis,mitgliedstaat,kontaminiert,notfällen,geldinstitut,bpersvg,altersrichtzahl,indices,kegel,benutzt,barablösung,rotem,bundesebene,erlaubnisschein,rädern,betriebspunkt,gezahlt,kasse,sondergremium,schmuck,abschreibung,begünstigende,minder,geländer,medienfachwirt,bewilligungen,hindeuten,gichtgas,urkunden,erlaßzeitraum
238,controlling,sozialhilfe,empfangsvermerk,rechtsanwalt,rechtsform,kraftwerks,rohrleitungen,regelgröße,hundert,wiederholung,ladefläche,vorlegung,anrechten,hepatitis,erlegtem,satz,drehzahl,tieres,biotopen,fahrzeugart,vertrauensmann,marktes,im,landflugzeugen,pendelzeiten,viele,regelwerte,skontren,gekuppelten,markenblatt,saargebiet,radargerät,mehrbedarf,bauartzulassung,abs,bewettert,werden,sektor,nicht,bewirkten,wasserverbrauch,iva,pakistan,warnanlage,produkthaftung,leistungsgrenze,beaufsichtigten,abgasstroms,senkrechten,gemeinhin
239,geräten,einnahmen,wirtschaftsgut,senat,ungültigen,steuerbilanz,messsystem,auflassung,thw,baureferendarin,schlüsselnummer,speicherung,gläubiger,angaben,tiefgefroren,aufzuhalten,konstanter,molkereien,vollgeschosse,übereinander,komitees,beabsichtigt,festhaftende,führern,berufswahl,dienstbezüge,wertgruppen,professionellen,futterpflanze,publikum,umwandlung,südost,wählerinnen,beschuß,prüflinge,bodensenkungen,haftopfer,sich,auf,sonderabgabe,tilgung,vermarktet,werden,betrachteten,sortiments,umgegangen,konsolidierten,ebenenkonzept,nießbrauch,laubholz
240,anleiten,ehegatte,drittgebiete,diensthandlung,eine,vortragsfähigen,flüssigkeiten,gebührt,professors,wehrtechnische,zügen,anruf,bürgerlichen,zwischenfälle,gesüßt,paßregister,unternehmungen,frisches,zusammenstellen,signal,salmonella,geschäftsjahr,schwangeren,unternehmer,familienkasse,beamter,wohnraum,über,anerkanntes,handelsmarken,teilkündigungen,seeschiff,ehegatten,bannrechte,überquert,grubenbild,stief,das,senat,grundgehalt,privatisierung,kg,butteroils,leckstabilität,wassermeister,einleitet,formulare,entstehendes,neufassung,erbbauzinses
241,ist,stationäre,einkünfte,strafantrag,gewinn,abzugsfähig,gases,ersatzteile,mündlichen,preußischer,stempelplakette,wettbewerb,rechtszug,dem,kohlendioxid,namensänderung,gasförmige,tierärzten,auftragnehmer,verwaltungsakt,grenzwerte,kommanditist,amtes,flugbahn,kolleg,vorsitzenden,ehegatte,dauerhaften,anforderungen,patenten,umgestellt,im,mitglied,wildkaninchen,bahnhof,grundeigene,verschollen,kindererziehung,geldforderungen,pensionskasse,belegungsrecht,rodung,chartern,rettungsmittel,erläutern,menge,komplexität,genaueres,abschrift,kapitalisierte
242,kerzen,zur,steuerwerts,verlesen,übergeordnete,abzugsfähigen,verpackungen,ehegatten,sind,amtsärztliches,fahrgestells,polizeien,vaters,institut,jungwein,transfers,abfallarten,meldebehörde,pächter,bälle,auswanderung,indirekt,dem,wolken,ausgleichsbank,reihenweise,erbe,durchsicht,grüne,fremdsprachige,handelsregister,borkum,beförderung,dienstanweisung,oberbau,grundeigener,verstorbene,zurückgelegten,zuweisungen,besetzten,stipendien,kaseinat,glasart,schiffen,techniken,bewässerung,über,hochofens,formänderungen,sondernutzungen
243,kleben,amtsdauer,steuernummer,arrest,beschluß,steuerschuldner,acetylenanlage,gbl,wehrpflicht,referate,zusatzzeichen,ein,träger,apothekerberufs,kontaminanten,heiratseintrag,zubereitungen,gereinigt,dem,weser,zivilschutz,prospekts,absatz,azf,vollendet,dienststellen,nicht,systematischer,risikobewertung,formeller,wertpapieren,eg,gutscheine,gesetzes,bremsen,herzogtums,ortszuschlags,würde,vorstands,oberkommandos,eigenheims,milchfett,kriegsgerät,seil,mündlichen,das,vorkehrungen,inertgase,durchkreuzt,bodenwertanteil
244,beruflichen,anrechte,prämiengesetzes,angriff,wahlgeräte,besteuerten,schutzmaßnahmen,beschenkte,verleihung,studienfächern,rückseite,verteidigungs,betreuungen,menschlichem,milchgesetzes,asylbewerbern,gefährlichen,erschlachtet,austauschland,hafen,kreisfreie,rücknahme,einwirkungen,triebwerk,kalendermonate,nicht,freibetrag,redlich,donau,inhabers,einspruch,schifffahrt,krankengeld,strahlung,konventionellen,hilfsbau,unterhaltsgeld,arbeitsunfällen,nährstoffe,entzogene,mittelgeber,spediteur,libysche,cbm,arbeitsrecht,nährstoffbedarf,interne,kondensierung,unterspalten,stiftung
245,mathematische,planungsbereich,biersteuer,jugendliche,vorgedruckte,anteilen,heimarbeiter,teilungsplans,verstorbenen,vertraut,einsatzhorn,anhängig,eine,warteliste,riesling,eines,geräusche,gänse,beitragsfähige,kw,ausscheidern,interessierten,abfallgebinde,flugerfahrung,schulen,das,aufenthalt,eigengeschäft,umwelt,flächenmäßigen,das,schifffahrtsamt,training,karteiblatt,eisenbahnrechts,krügerschen,beinprothese,freiwillige,nährstoffen,erbrechtlichen,zuschußgebers,intervention,luftumschlag,fortbewegen,umweltgerechte,alte,schutzwürdigen,konverter,gesiegelt,bodenschätzung
246,kundenberatung,apotheken,ausfalldokument,beweiserhebung,wahlvorstände,einheitswert,solarer,vergütung,bis,kommissionen,sitzplätzen,augenscheins,landgut,gewebeprodukten,bezeichnungen,programmgerecht,plangenehmigung,küken,kleingärtner,weißen,ehec,prozent,abgebrannte,betriebsordnung,lehrgangskosten,geschäftsbedarf,neiße,einer,befallszone,anmeldetags,anmeldefrist,untersucher,orangefarbenem,schießsports,entgelthöhen,lagerisses,organsystemen,sechstes,haushaltsreste,revision,baues,erzeugnis,schurwolle,leckfall,betriebliche,freisetzungen,nachgehen,vollwert,eintragungsraum,aufschiebend
247,justieren,verhältniswerte,gestützte,hehlerei,beginnende,ausgleichsjahr,ps,lagerhalter,hilfswerk,weiterzubilden,polizei,informationen,mittellos,abgepackt,neuanpflanzung,visumpflicht,richtig,behörde,zwangspunkte,zone,gastroenteritis,basiswert,zur,ballons,beamtin,beschäftigung,anzurechnenden,bieters,behältnissen,widerrechtlich,versäumung,elbe,leben,einstecklaufes,werksbahn,rechtssammlung,führhund,juni,zusatzmengen,christlichen,örtlichem,verlagerung,textilwaren,füllstandes,effiziente,ableitungen,zentralbank,probebetrieb,hinterstevens,holzart
248,praktische,ausgleichsgeld,einzahlungen,zeitigen,partnerschaft,wohnungsbau,schiffsführer,ersatzpflicht,ruhensbetrag,wiederholen,bußgeldkatalog,abgekürzter,geschäft,blutzellen,ewg,sind,kraftstoff,bienenbrut,populationen,wasserskiläufer,bundesminister,realisierten,zulassungsfrist,blockzeit,gestundeten,im,euro,default,strecke,verletzte,angemeldet,ist,arbeits,einsteckläufen,ausgerüstet,schamottefabrik,motorfahrzeuge,bildhauer,wegfallend,wartestand,fremdmitteln,unterbuchstabe,verpackens,kimm,kultureller,düngejahr,europäischen,dem,vorstevens,steuersatz
249,praxisbezogener,zusatzrente,zollkodexes,rechtswidrige,wahlscheines,einheitswerte,schutzstufe,eigentum,erschwernisse,befähigt,links,person,eheregister,traditionelles,konzentrierter,gewöhnlichen,chlor,grobreinigung,anforderungen,verkehr,unternehmer,ausgabepreis,auf,gurtzeug,ehegattin,entsendet,soforthilfe,auslagerung,ist,probestücke,einheitswert,anlandung,bewerbungen,unselbständigen,raumes,sprengladung,ausgewandert,jugoslawischen,sponsern,krankheitswert,umlegung,eurocent,waffennummer,endzustand,praktischen,konzentrationen,historischer,probebetriebs,völligkeitsgrad,gesellschafter
